user_id,month,plan,monthly_price,payment_status,amount_paid,is_active
1,1,standard,20,paid,20,1
1,2,standard,20,paid,20,1
1,3,standard,20,paid,20,1
1,4,standard,20,paid,20,1
1,5,standard,20,paid,20,1
1,6,standard,20,paid,20,0
2,1,basic,10,paid,10,1
2,2,basic,10,paid,10,1
2,3,basic,10,paid,10,1
2,4,basic,10,paid,10,1
2,5,basic,10,paid,10,1
2,6,basic,10,paid,10,0
3,1,basic,10,paid,10,1
3,2,basic,10,paid,10,1
3,3,basic,10,paid,10,1
3,4,basic,10,paid,10,1
3,5,basic,10,paid,10,1
3,6,basic,10,paid,10,1
3,7,basic,10,paid,10,1
3,8,basic,10,paid,10,1
3,9,basic,10,paid,10,1
3,10,basic,10,paid,10,1
3,11,basic,10,paid,10,1
3,12,basic,10,paid,10,1
4,1,basic,10,paid,10,1
4,2,basic,10,paid,10,1
4,3,basic,10,paid,10,1
4,4,basic,10,paid,10,1
4,5,basic,10,paid,10,1
4,6,basic,10,paid,10,1
4,7,basic,10,paid,10,1
4,8,basic,10,paid,10,1
4,9,basic,10,paid,10,1
4,10,basic,10,paid,10,1
4,11,basic,10,paid,10,1
4,12,basic,10,paid,10,1
5,1,basic,10,failed,0,1
5,2,basic,10,paid,10,1
5,3,basic,10,paid,10,1
5,4,basic,10,paid,10,1
5,5,basic,10,paid,10,1
5,6,basic,10,paid,10,1
5,7,basic,10,paid,10,1
5,8,basic,10,failed,0,1
5,9,basic,10,paid,10,1
5,10,basic,10,paid,10,1
5,11,basic,10,paid,10,1
5,12,basic,10,paid,10,1
6,1,standard,20,paid,20,1
6,2,standard,20,paid,20,1
6,3,standard,20,paid,20,1
6,4,standard,20,paid,20,1
6,5,standard,20,failed,0,1
6,6,standard,20,paid,20,1
6,7,standard,20,paid,20,1
6,8,standard,20,paid,20,1
6,9,standard,20,failed,0,1
6,10,standard,20,paid,20,1
6,11,standard,20,paid,20,1
6,12,standard,20,paid,20,1
7,1,basic,10,paid,10,1
7,2,basic,10,paid,10,1
7,3,basic,10,paid,10,1
7,4,basic,10,paid,10,1
7,5,basic,10,paid,10,1
7,6,basic,10,paid,10,1
7,7,basic,10,paid,10,0
8,1,standard,20,paid,20,1
8,2,standard,20,paid,20,1
8,3,standard,20,failed,0,1
8,4,standard,20,paid,20,1
8,5,standard,20,paid,20,1
8,6,standard,20,paid,20,1
8,7,standard,20,paid,20,1
8,8,standard,20,paid,20,1
8,9,standard,20,paid,20,1
8,10,standard,20,paid,20,1
8,11,standard,20,paid,20,1
8,12,standard,20,paid,20,1
9,1,basic,10,paid,10,1
9,2,basic,10,paid,10,1
9,3,basic,10,paid,10,1
9,4,basic,10,paid,10,1
9,5,basic,10,paid,10,1
9,6,basic,10,paid,10,1
9,7,basic,10,paid,10,1
9,8,basic,10,paid,10,1
9,9,basic,10,paid,10,1
9,10,basic,10,paid,10,1
9,11,basic,10,paid,10,1
9,12,basic,10,paid,10,0
10,1,standard,20,paid,20,1
10,2,standard,20,paid,20,1
10,3,standard,20,failed,0,1
10,4,standard,20,paid,20,1
10,5,standard,20,paid,20,1
10,6,standard,20,paid,20,1
10,7,standard,20,paid,20,1
10,8,standard,20,paid,20,1
10,9,standard,20,paid,20,1
10,10,standard,20,paid,20,1
10,11,standard,20,paid,20,0
11,1,basic,10,paid,10,1
11,2,basic,10,paid,10,1
11,3,basic,10,paid,10,1
11,4,basic,10,paid,10,1
11,5,basic,10,paid,10,0
12,1,basic,10,paid,10,1
12,2,basic,10,paid,10,1
12,3,basic,10,paid,10,1
12,4,basic,10,paid,10,1
12,5,basic,10,paid,10,1
12,6,basic,10,paid,10,1
12,7,basic,10,failed,0,1
12,8,basic,10,paid,10,1
12,9,basic,10,paid,10,1
12,10,basic,10,paid,10,1
12,11,basic,10,paid,10,1
12,12,basic,10,paid,10,1
13,1,standard,20,paid,20,1
13,2,standard,20,paid,20,1
13,3,standard,20,paid,20,1
13,4,standard,20,paid,20,1
13,5,standard,20,paid,20,1
13,6,standard,20,paid,20,1
13,7,standard,20,paid,20,1
13,8,standard,20,paid,20,1
13,9,standard,20,paid,20,1
13,10,standard,20,paid,20,1
13,11,standard,20,paid,20,1
13,12,standard,20,paid,20,1
14,1,standard,20,paid,20,1
14,2,standard,20,paid,20,1
14,3,standard,20,paid,20,1
14,4,standard,20,paid,20,0
15,1,basic,10,failed,0,1
15,2,basic,10,paid,10,1
15,3,basic,10,paid,10,1
15,4,basic,10,paid,10,0
16,1,basic,10,paid,10,1
16,2,basic,10,paid,10,1
16,3,basic,10,paid,10,1
16,4,basic,10,paid,10,1
16,5,basic,10,paid,10,1
16,6,basic,10,paid,10,1
16,7,basic,10,paid,10,0
17,1,basic,10,paid,10,1
17,2,basic,10,paid,10,1
17,3,basic,10,paid,10,1
17,4,basic,10,paid,10,0
18,1,basic,10,paid,10,1
18,2,basic,10,paid,10,1
18,3,basic,10,paid,10,1
18,4,basic,10,paid,10,1
18,5,basic,10,paid,10,1
18,6,basic,10,paid,10,1
18,7,basic,10,failed,0,1
18,8,basic,10,paid,10,1
18,9,basic,10,paid,10,1
18,10,basic,10,paid,10,1
18,11,basic,10,paid,10,1
18,12,basic,10,paid,10,1
19,1,basic,10,paid,10,1
19,2,basic,10,paid,10,1
19,3,basic,10,paid,10,1
19,4,basic,10,paid,10,1
19,5,basic,10,paid,10,1
19,6,basic,10,paid,10,0
20,1,standard,20,paid,20,1
20,2,standard,20,paid,20,1
20,3,standard,20,paid,20,1
20,4,standard,20,paid,20,1
20,5,standard,20,paid,20,1
20,6,standard,20,paid,20,1
20,7,standard,20,paid,20,1
20,8,standard,20,paid,20,1
20,9,standard,20,paid,20,1
20,10,standard,20,paid,20,1
20,11,standard,20,paid,20,1
20,12,standard,20,paid,20,1
21,1,standard,20,paid,20,1
21,2,standard,20,paid,20,1
21,3,standard,20,paid,20,1
21,4,standard,20,paid,20,1
21,5,standard,20,paid,20,1
21,6,standard,20,paid,20,1
21,7,standard,20,paid,20,1
21,8,standard,20,paid,20,1
21,9,standard,20,paid,20,1
21,10,standard,20,paid,20,1
21,11,standard,20,paid,20,1
21,12,standard,20,paid,20,1
22,1,standard,20,paid,20,1
22,2,standard,20,paid,20,0
23,1,premium,40,paid,40,1
23,2,premium,40,paid,40,1
23,3,premium,40,paid,40,1
23,4,premium,40,paid,40,1
23,5,premium,40,paid,40,1
23,6,premium,40,paid,40,1
23,7,premium,40,paid,40,0
24,1,standard,20,paid,20,0
25,1,basic,10,paid,10,1
25,2,basic,10,paid,10,1
25,3,basic,10,paid,10,1
25,4,basic,10,paid,10,1
25,5,basic,10,paid,10,1
25,6,basic,10,paid,10,1
25,7,basic,10,paid,10,1
25,8,basic,10,paid,10,0
26,1,basic,10,paid,10,1
26,2,basic,10,paid,10,1
26,3,basic,10,paid,10,1
26,4,basic,10,paid,10,1
26,5,basic,10,paid,10,1
26,6,basic,10,paid,10,1
26,7,basic,10,paid,10,1
26,8,basic,10,paid,10,1
26,9,basic,10,paid,10,1
26,10,basic,10,paid,10,1
26,11,basic,10,paid,10,1
26,12,basic,10,paid,10,1
27,1,basic,10,paid,10,1
27,2,basic,10,paid,10,1
27,3,basic,10,paid,10,1
27,4,basic,10,paid,10,1
27,5,basic,10,paid,10,1
27,6,basic,10,paid,10,1
27,7,basic,10,paid,10,1
27,8,basic,10,paid,10,1
27,9,basic,10,paid,10,1
27,10,basic,10,paid,10,1
27,11,basic,10,paid,10,1
27,12,basic,10,paid,10,1
28,1,standard,20,paid,20,1
28,2,standard,20,paid,20,1
28,3,standard,20,paid,20,1
28,4,standard,20,paid,20,1
28,5,standard,20,paid,20,1
28,6,standard,20,paid,20,1
28,7,standard,20,paid,20,1
28,8,standard,20,paid,20,1
28,9,standard,20,paid,20,1
28,10,standard,20,paid,20,1
28,11,standard,20,failed,0,1
28,12,standard,20,paid,20,1
29,1,basic,10,paid,10,1
29,2,basic,10,paid,10,1
29,3,basic,10,paid,10,1
29,4,basic,10,paid,10,1
29,5,basic,10,paid,10,1
29,6,basic,10,paid,10,1
29,7,basic,10,failed,0,1
29,8,basic,10,paid,10,1
29,9,basic,10,paid,10,1
29,10,basic,10,paid,10,1
29,11,basic,10,paid,10,1
29,12,basic,10,paid,10,1
30,1,basic,10,paid,10,1
30,2,basic,10,paid,10,1
30,3,basic,10,paid,10,1
30,4,basic,10,paid,10,1
30,5,basic,10,paid,10,1
30,6,basic,10,failed,0,1
30,7,basic,10,paid,10,1
30,8,basic,10,paid,10,1
30,9,basic,10,paid,10,1
30,10,basic,10,paid,10,1
30,11,basic,10,paid,10,1
30,12,basic,10,paid,10,1
31,1,basic,10,paid,10,1
31,2,basic,10,paid,10,1
31,3,basic,10,paid,10,0
32,1,standard,20,paid,20,1
32,2,standard,20,paid,20,1
32,3,standard,20,paid,20,1
32,4,standard,20,paid,20,1
32,5,standard,20,paid,20,1
32,6,standard,20,paid,20,1
32,7,standard,20,paid,20,0
33,1,standard,20,paid,20,1
33,2,standard,20,paid,20,1
33,3,standard,20,paid,20,1
33,4,standard,20,paid,20,1
33,5,standard,20,paid,20,1
33,6,standard,20,paid,20,1
33,7,standard,20,paid,20,1
33,8,standard,20,paid,20,1
33,9,standard,20,paid,20,1
33,10,standard,20,paid,20,1
33,11,standard,20,paid,20,1
33,12,standard,20,paid,20,1
34,1,standard,20,paid,20,1
34,2,standard,20,paid,20,1
34,3,standard,20,paid,20,1
34,4,standard,20,paid,20,1
34,5,standard,20,paid,20,1
34,6,standard,20,paid,20,1
34,7,standard,20,paid,20,1
34,8,standard,20,paid,20,0
35,1,basic,10,paid,10,1
35,2,basic,10,paid,10,1
35,3,basic,10,paid,10,1
35,4,basic,10,paid,10,1
35,5,basic,10,paid,10,1
35,6,basic,10,paid,10,1
35,7,basic,10,paid,10,1
35,8,basic,10,paid,10,1
35,9,basic,10,paid,10,1
35,10,basic,10,paid,10,1
35,11,basic,10,paid,10,1
35,12,basic,10,paid,10,1
36,1,basic,10,paid,10,1
36,2,basic,10,paid,10,1
36,3,basic,10,paid,10,1
36,4,basic,10,paid,10,1
36,5,basic,10,paid,10,1
36,6,basic,10,paid,10,1
36,7,basic,10,paid,10,1
36,8,basic,10,paid,10,1
36,9,basic,10,paid,10,1
36,10,basic,10,paid,10,1
36,11,basic,10,paid,10,1
36,12,basic,10,paid,10,1
37,1,basic,10,paid,10,1
37,2,basic,10,paid,10,1
37,3,basic,10,paid,10,1
37,4,basic,10,paid,10,1
37,5,basic,10,paid,10,1
37,6,basic,10,paid,10,1
37,7,basic,10,paid,10,1
37,8,basic,10,paid,10,1
37,9,basic,10,paid,10,1
37,10,basic,10,paid,10,1
37,11,basic,10,paid,10,1
37,12,basic,10,paid,10,0
38,1,basic,10,paid,10,1
38,2,basic,10,paid,10,1
38,3,basic,10,paid,10,0
39,1,basic,10,paid,10,1
39,2,basic,10,paid,10,0
40,1,basic,10,paid,10,1
40,2,basic,10,paid,10,1
40,3,basic,10,paid,10,1
40,4,basic,10,paid,10,1
40,5,basic,10,paid,10,1
40,6,basic,10,paid,10,1
40,7,basic,10,paid,10,1
40,8,basic,10,paid,10,1
40,9,basic,10,failed,0,0
41,1,basic,10,paid,10,1
41,2,basic,10,paid,10,1
41,3,basic,10,paid,10,1
41,4,basic,10,paid,10,1
41,5,basic,10,paid,10,1
41,6,basic,10,paid,10,1
41,7,basic,10,paid,10,0
42,1,basic,10,paid,10,1
42,2,basic,10,paid,10,1
42,3,basic,10,paid,10,1
42,4,basic,10,paid,10,1
42,5,basic,10,paid,10,1
42,6,basic,10,paid,10,1
42,7,basic,10,paid,10,1
42,8,basic,10,paid,10,1
42,9,basic,10,paid,10,1
